Symbol	Japanese
MISSION_IZOL_09_MID_LINE_10	ならば、ここで愚かなまま死んでゆけ！　耐え忍んだ私の、これからの偉業を見せられないのは残念だがな！
MISSION_IZOL_09_END_LINE_1	何だというのだ？　星系全体への放送だと？
MISSION_IZOL_09_END_LINE_2	アウロス星系の者たちよ、見るがいい！　これが宇宙要塞パラゴンである！
MISSION_IZOL_09_END_LINE_3	このパラゴンこそ、混沌とした時代に希望と秩序を与える象徴、シンボルである。そして同時に、世界中すべての人々が知らず知らずに積み上げてきた行いのシンボルと言えもしよう。
MISSION_IZOL_09_END_LINE_4	すなわち、諸君らが共有し、発展させてきたテクノロジーと資源のもたらすところによって、私はこれを鋳造し、諸君ら自身を救済せんがための武器に変えてみせたというのが、事実である！
MISSION_IZOL_09_END_LINE_5	我々が統一社会を実現するには、その第一歩として、皆を隔てる古い制度などといったものは、粛清せねばならない。
MISSION_IZOL_09_END_LINE_6	それを成し遂げた時こそ、この私、ライサンダー・オズウェルは、惑星とコロニーをあまねく統べる単一国家を実現し、諸君らの指導者となるであろう！
MISSION_IZOL_09_END_LINE_7	腐敗せし旧体制の指導者たちよ、抵抗は無意味と理解せよ。
MISSION_IZOL_09_END_LINE_8	このパラゴンはアクシオム・AIシステムによって、数万からのヴァリアブルアーマーの自律コマンドを一斉にコントロールできる。パイロットを必要せずにだ。
MISSION_IZOL_09_END_LINE_9	無限の軍勢は、貴殿らの喉元まで迫っている。その事実を受け入れ、我が軍門に下るのだ！
MISSION_IZOL_10_BRIEFING_LINE_1	閣下、周囲の状況は？
MISSION_IZOL_10_BRIEFING_LINE_2	イゾル！　急いで防衛部隊を指揮してください。
MISSION_IZOL_10_BRIEFING_LINE_3	あの放送の直後、オズウェルの部隊がこのサンクタム本部を包囲したのです！
MISSION_IZOL_10_BRIEFING_LINE_4	しかし最大の問題は、オズウェルの宇宙要塞と、VAをコントロールしているという "アクシオム" なるシステムでありましょう。
MISSION_IZOL_10_BRIEFING_LINE_5	艦隊には要塞攻撃の態勢を整えさせていますから、まずあなたは本部防衛に集中してください。
MISSION_IZOL_10_BRIEFING_LINE_6	……あのような宙域に、今までずっと要塞が隠れていた？\nオズウェルめ、どうやって秘密裏に建造を果たしたというの？
MISSION_IZOL_10_START_LINE_1	サンクタムを落とさせるわけにはいかん！　セルリア全土のため、各員奮闘せよ！
MISSION_IZOL_10_END_LINE_1	防衛成功だ。本部を包囲していたVAが後退してゆく！
MISSION_IZOL_10_END_LINE_2	とはいえ、このままでは長くはもつまいが……。
MISSION_IZOL_10_END_LINE_3	いいえ、よく守り通しました、イゾル！\nあなたの稼いでくれた時間で、反攻作戦の準備が整いました。
MISSION_IZOL_10_END_LINE_4	オズウェルは自らの護衛のため、セルリア仕様の戦艦を多数配備しています。
MISSION_IZOL_10_END_LINE_5	オズウェルの戦力を破り、要塞への道を開くためにも、\nリヴァイアサンには我々の艦隊に加わってもらいたいのです。
MISSION_IZOL_10_END_LINE_6	はっ、議長閣下！　我がリヴァイアサンと軌道保安部OSDが、\n要塞への道を切り拓いてご覧に入れましょう。
City 15	シティ15
Lightning Reach	ライトニング・リーチ
Proving Grounds	試験場
Site D19	サイト・D19
The Divide	分岐点
Ambush Site A	アンブッシュ・サイトA
Cold War	コールド・ウォー
Ruen Sector 9	ルーエン・セクター9
Holding Point	ホールディング・ポイント
Island Wars	アイランド・ウォーズ
Knife Edge	ナイフ・エッジ
Pirate Bay	海賊の縄張り
The Road	ザ・ロード
Snow Pit	スノー・ピット
The Duel	デュエル
Colony Clash	コロニー・クラッシュ
Forest Secret	森の秘密
Badlands	バッドランズ
Hale-1	ヘイル1
Krukov Station	クルコフ中継点
Makeshift Fortress	仮設要塞
Twin Link	ツイン・リンク
Power Surge	パワー・サージ
Big Slice	ビッグ・スライス
Supply Depot	補給所
Mountain Crawl	マウンテン・クロール
Triple Threat	三重の脅威
Rescue Run	レスキュー・ラン
Ace Plains	エース・プレーンズ
Junctions	ジャンクション
Official Map A	公式マップA
Official Map B	公式マップB
ACH_LUELLA_CHAPTER	ルエラ編コンプリート
ACH_LUELLA_CHAPTER_DESC	ルエラ編をクリアする
ACH_VINCENT_CHAPTER	ヴィンセント編コンプリート
ACH_VINCENT_CHAPTER_DESC	ヴィンセント編をクリアする
ACH_AURIELLE_CHAPTER	オーリエル編コンプリート
ACH_AURIELLE_CHAPTER_DESC	オーリエル編をクリアする
ACH_IZOL_CHAPTER	イゾル編コンプリート
ACH_IZOL_CHAPTER_DESC	イゾル編をクリアする
ACH_THE_FINALE	フィナーレ
ACH_THE_FINALE_DESC	すべてのフィナーレミッションをクリアする
ACH_LUELLA_ACE	ルエラ・エース
ACH_LUELLA_ACE_DESC	ルエラのフィナーレミッションとチャプター内の全ミッションでSランクを獲得する
ACH_VINCENT_ACE	ヴィンセント・エース
ACH_VINCENT_ACE_DESC	ヴィンセントのフィナーレミッションとチャプター内の全ミッションでSランクを獲得する
ACH_AURIELLE_ACE	オーリエル・エース
ACH_AURIELLE_ACE_DESC	オーリエルのフィナーレミッションとチャプター内の全ミッションでSランクを獲得する
ACH_IZOL_ACE	イゾル・エース
ACH_IZOL_ACE_DESC	イゾルのフィナーレミッションとチャプター内の全ミッションでSランクを獲得する
ACH_MASTER_TACTICIAN	マスター・タクティシャン
ACH_MASTER_TACTICIAN_DESC	すべてのキャンペーンミッションでSランクを獲得する
ACH_VICTORIOUS	勝利者
ACH_VICTORIOUS_DESC	オンラインマルチプレイヤーのクイックプレイ・マッチで勝利する
ACH_TRAINING_DRILLS	教練メニュー
ACH_TRAINING_DRILLS_DESC	オフラインのスカーミッシュ・マッチで勝利する
ACH_PERFECTIONIST	完璧主義
ACH_PERFECTIONIST_DESC	ヴァリアブルアーマーを1機も失わずにキャンペーンミッションを1つクリアする
ACH_TURNING_THE_TIDE	形勢逆転
ACH_TURNING_THE_TIDE_DESC	初めてコマンダースキルを使用する
ACH_BRING_THE_BIG_GUNS	これが切り札
ACH_BRING_THE_BIG_GUNS_DESC	コマンダーの専用ヴァリアブルアーマーを初めて配備する
ACH_PERSPECTIVE	それぞれの視点
ACH_PERSPECTIVE_DESC	オフラインのスカーミッシュ・マッチに各指揮官で1回ずつ勝利する
ACH_MAP_CRAFTER	マップクラフター
ACH_MAP_CRAFTER_DESC	カスタム・マルチプレイヤーマップを作成する
ACH_AREA_OF_EFFECT	マップ兵器
ACH_AREA_OF_EFFECT_DESC	1回の攻撃を3体以上の敵機に命中させる
CREDITS	スタッフ\nクレジット
CREDITS_RDG	WARBORN is a Raredrop Games production
CREDITS_PROGRAMMING_AND_GAME_DESIGN	Programming & Game Design
CREDITS_ART_AND_ANIMATION	Art & Animation
CREDITS_MUSIC_AND_AUDIO_DESIGN	Music & Audio Design
CREDITS_VOCALIST	Vocalist
CREDITS_VIOLINIST	Violinist
CREDITS_THEME_SONG	Theme Song "Rise Up" composed by {0}, performed by {1} and {2}.
CREDITS_ADDITIONAL_PROTOTYPE_PROGRAMMING	Additional Prototype Programming
CREDITS_VIDEO_EDITING	Video Editing
CREDITS_SPECIAL_THANKS	Special Thanks
CREDITS_PQUBE	PQube Limited
CREDITS_PQUBE_CEO	CEO
CREDITS_PQUBE_HEAD_OF_PUBLISHING	Head of Publishing
CREDITS_PQUBE_GROUP_OPERATIONS_MANAGER	Group Operations Manager
CREDITS_PQUBE_PRODUCTION_COORDINATOR	Production Coordinator
CREDITS_PQUBE_HEAD_OF_PUBLIC_RELATIONS	Head of Public Relations
CREDITS_PQUBE_ACCOUNT_MANAGER_DIGITAL_PLATFORMS	Account Manager Digital Platforms
CREDITS_PQUBE_SALES_EXECUTIVE	Sales Executive
CREDITS_PQUBE_COUNTRY_MANAGER_FRANCE	Country Manager France
CREDITS_PQUBE_SENIOR_PRODUCT_AND_EVENTS_MANAGER	Senior Product & Events Manager
CREDITS_PQUBE_PRODUCT_AND_FIRST_PARTY_RELATIONS_MANAGER	Product & First Party Relations Manager
CREDITS_PQUBE_PRODUCT_AND_TRADE_MARKETING_MANAGER	Product & Trade Marketing Manager
CREDITS_PQUBE_LEAD_VIDEO_EDITOR	Lead Video Editor
CREDITS_PQUBE_VIDEO_EDITOR	Video Editor
CREDITS_PQUBE_HEAD_OF_DEVELOPMENT	Head Of Development
CREDITS_PQUBE_PRODUCTION_MANAGER	Production Manager
CREDITS_PQUBE_PRODUCTION_ASSISTANT	Production Assistant
CREDITS_PQUBE_PRODUCTION_AND_PRODUCT_MANAGER	Production & Product Manager
CREDITS_PQUBE_DESIGN_PRODUCTION_MANAGER	Design Production Manager
CREDITS_PQUBE_HEAD_OF_DESIGN_AND_DEVELOPMENT	Head of Design and Development
CREDITS_PQUBE_GROUP_STRATEGIC_DEVELOPMENT_MANAGER	Group Strategic Development Manager
CREDITS_PQUBE_COMMUNITY_ASSISTANT	Community Assistant
CREDITS_PQUBE_COMMUNITY	Community
CREDITS_PQUBE_FINANCE_ASSISTANT	Finance Assistant
CREDITS_PQUBE_GROUP_FINANCIAL_CONTROLLER	Group Financial Controller
CREDITS_PQUBE_MANAGEMENT_ACCOUNTANT	Management Accountant
CREDITS_PQUBE_BUSINESS_UNIT_MANAGER_HARDWARE_AND_TECH	Business Unit Manager – Hardware & Tech
RDG_TRADEMARKS	Raredrop Games® and WARBORN® are registered trademarks of Raredrop Games Ltd.
THE_END	The End
ACH_REINFORCEMENTS	援軍だ！
ACH_REINFORCEMENTS_DESC	ヴァリアブルアーマーを初めて前哨基地に配備する
ACH_PERFECT_TRAP	パーフェクト・トラップ
ACH_PERFECT_TRAP_DESC	プロスペクトの近接信管地雷で敵を破壊する
ACH_JUST_LIKE_NEW	新品同様
ACH_JUST_LIKE_NEW_DESC	友軍のヴァリアブルアーマーを修理し、HPを全回復させる
ACH_MAKING_AN_ENTRANCE	大地に立つ
ACH_MAKING_AN_ENTRANCE_DESC	ルエラの最初のミッションをクリアする
ACH_IN_PURSUIT	追跡
ACH_IN_PURSUIT_DESC	ヴィンセントの最初のミッションをクリアする
ACH_BUSINESS_ACUMEN	ビジネスの判断
ACH_BUSINESS_ACUMEN_DESC	オーリエルの最初のミッションをクリアする
ACH_SPEC_OP	スペック・オペレーション
ACH_SPEC_OP_DESC	イゾルの最初のミッションをクリアする
ACH_OVERWHELMING_FORCE	圧倒する力
ACH_OVERWHELMING_FORCE_DESC	15機以上のヴァリアブル・アーマーを配備し、キャンペーンミッションをクリアする
ACH_WARBORN	Warborn
ACH_WARBORN_DESC	他のすべてのトロフィーを獲得する。
LAST_SAVE	セーブ日時
PLAY_TIME	プレイ時間
SAVE_OVERWRITE_CONFIRM	既存のセーブデータを上書きしますか？
CHECKPOINT_SAVE_OVERWRITE_CONFIRM	既存のチェックポイントデータがあります。\nチェックポイントを上書きしますか？
RESUME_SKIRMISH_GAME	進行中のセーブ済みマッチがあります。\nセーブ済みのマッチを再開しますか?
CONFIRM_NEW_SKIRMISH	新しいマッチを開始すると、保存済みのマッチは消去されます。\n新しいスカーミッシュ・マッチを開始しますか?
VS	VS
NO_NETWORK	ネットワークに接続できませんでした
RESTORE_DEFAULTS	デフォルトに戻す
CREDITS_TRANSLATIONS	Translations
OPTION_TITLE_SHOW_ONSCREEN_BATTLE_CONTROLS	戦闘コントロールを表示
OPTION_TITLE_SHOW_HELP_MESSAGES	ヘルプメッセージを表示
CONTROLLER_DISCONNECTED	コントローラーが切断されました。\n続けるにはコントローラーを接続してください。
XBOX_SIGN_IN_STATE_CHANGE	サインイン状態が変更されました。\nタイトル画面に戻ります。
SAVE_CHANGES_TO_MAP	続行する前に、現在のマップへの変更を保存しますか?
WIRELESS_CONTROLLER_DISCONNECTED	ワイヤレスコントローラーを再接続してください。
CONFIRMATION_CHECK	操作を続行しますか？
CONFIRMATION_CHECK_SAVE_DATA_CHANGES	操作を続行しますか？\nセーブしていない変更は失われます。
CONFIRMATION_CHECK_SAVE_DATA_PROGRESS	操作を続行しますか？\nセーブしていない進行状況は失われます。
SWITCH_USER	ユーザー切り替え
INVALID_MAP_NAME	有効なマップ名を入力してください。
QUIT_CHECK	ゲームを終了しますか？
INVITE	招待
NETWORK_ERROR_OCCURRED	ネットワークエラーが発生しました。
CUSTOM_MAP	カスタムマップ
VIEW_PROFILE	プロフィールを見る
SERVER_REGION	地域
REGION_EU	ヨーロッパ
REGION_US	アメリカ
REGION_RU	ロシア
REGION_AU	オーストラリア
REGION_JP	日本
OPTION_TITLE_VOICE_CHAT	ボイスチャット
OPTION_TITLE_VOICE_CHAT_MUTE	ミュート
OPTION_TITLE_CROSS_PLATFORM_MULTIPLAYER	クロスプレイ
CROSS_PLATFORM_MULTIPLAYER_ALL	すべて
CROSS_PLATFORM_MULTIPLAYER_NOTICE	オンラインマルチプレイでは、クロスプレイを有効にできます。
CROSS_PLATFORM_MULTIPLAYER_OPTIONS_NOTICE	"オプション" メニューから、どのプラットフォームでオンラインマルチプレイを有効にするかを選ぶことができます。
VIEW_OPPONENT_PROFILE	相手のプロフィールを見る
UNABLE_TO_JOIN_GAME	定員オーバーもしくは部屋のクローズにより、ゲームに参加できません。
ERROR_GENERIC	エラーが発生しました。
LANG_ENGLISH	English
LANG_FRENCH	Français
LANG_GERMAN	Deutsch
LANG_SPANISH	Español
LANG_RUSSIAN	Русский
LANG_CHINESE	简体中文
LANG_JAPANESE	日本語(Unofficial)
DEITY_DESC_SHORT	ディアティ: 独自設計の第2世代型ヴァリアブルアーマー。ルエラ・アウグシュタインの専用機。
MAELSTROM_DESC_SHORT	メイルストロム: 独自設計の第2世代型ヴァリアブルアーマー。ヴィンセント・ユヴィールの専用機。
BULWARK_DESC_SHORT	ブルワーク: 独自設計の第2世代型ヴァリアブルアーマー。オーリエル・クルコフの専用機。
ARBITER_DESC_SHORT	アービター: 独自設計の第2世代型ヴァリアブルアーマー。イゾル・ルクマーンの専用機。
CONSOLE_VIBRATION	振動
HELP_SHOW_UNIT_MOVEMENT	移動範囲を表示
